tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,directors,writers,actorId,actorName,actorName2
tt0070642,movie,"Peg Leg, Musket & Sabre",Scalawag,0,1973,\N,92,"Adventure,Western","nm0000018,nm0129970","nm0000018,nm0281520,nm0540816,nm0829044",nm0000018,Kirk Douglas,
tt0070707,movie,Sleeper,Sleeper,0,1973,\N,89,"Comedy,Sci-Fi",nm0000095,"nm0000095,nm0108613",nm0000095,Woody Allen,
tt0070753,movie,Super Fly T.N.T.,Super Fly T.N.T.,0,1973,\N,87,"Action,Crime,Drama",nm0641938,"nm0355077,nm0641938,nm0724249",nm0641938,Ron O'Neal,
tt0070771,movie,Niu gui she shen,Niu gui she shen,0,1973,\N,\N,\N,"nm0155568,nm0497379","nm0155568,nm0497379",nm0155568,Kang Cheng,
tt0070843,movie,Tutti figli di Mammasantissima,Tutti figli di Mammasantissima,0,1973,\N,102,"Comedy,Crime",nm0130731,"nm0130731,nm0176420",nm0130731,Alfio Caltabiano,
tt0070898,movie,A Warm December,A Warm December,0,1973,\N,99,"Drama,Romance",nm0001627,nm0738710,nm0001627,Sidney Poitier,
tt0071383,movie,Daddy,Daddy,0,1973,\N,90,Drama,"nm0211387,nm0925718",nm0211387,nm0211387,Niki De Saint Phalle,
tt0071615,movie,The Holy Mountain,La montaña sagrada,0,1973,\N,114,"Adventure,Drama,Fantasy",nm0423524,nm0423524,nm0423524,Alejandro Jodorowsky,
tt0072014,movie,Portugal... Minha Saudade,Portugal... Minha Saudade,0,1973,\N,100,"Comedy,Drama","nm0563509,nm0952791",nm0563509,nm0563509,Amacio Mazzaropi,
tt0072142,movie,Le Sex Shop,Sex-shop,0,1972,\N,100,"Comedy,Drama",nm0001945,nm0001945,nm0001945,Claude Berri,
tt0072392,movie,Yellow-Headed Summer,Welcome to Arrow Beach,0,1973,\N,85,Horror,nm0002131,"nm0072112,nm0343313",nm0002131,Laurence Harvey,
tt0072884,movie,Distracted,Le distrait,0,1970,\N,85,Comedy,nm0007069,"nm0749183,nm0007069,nm7385315",nm0007069,Pierre Richard,
tt0073336,movie,Mahoney's Estate,Mahoney's Estate,0,1972,\N,109,Drama,"nm0437800,nm0366314","nm0373584,nm0437800",nm0437800,Alexis Kanner,
tt0074315,movie,The Lion Who Thought He Was People,The Lion at World's End,0,1971,\N,89,"Adventure,Documentary",nm0871272,"nm0384342,nm0871272",nm0871272,Bill Travers,
tt0076295,movie,The Last House on Dead End Street,The Last House on Dead End Street,0,1973,\N,78,Horror,nm0382942,nm0382942,nm0382942,Roger Watkins,
tt0122059,movie,A Fable,A Fable,0,1971,\N,80,Drama,nm0293272,nm0052893,nm0293272,Al Freeman Jr.,
tt0122149,movie,La leona,La leona,0,1964,\N,93,Drama,nm0090109,nm0090109,nm0090109,Armando Bo,
tt0122329,movie,Tropical Ecstasy,Éxtasis tropical,0,1970,\N,90,Drama,nm0090109,nm0090109,nm0090109,Armando Bo,
tt0122606,movie,Med kærlig hilsen,Med kærlig hilsen,0,1971,\N,85,Comedy,nm0002196,nm0002196,nm0002196,Gabriel Axel,
tt0122731,movie,Splendori e miserie di Madame Royale,Splendori e miserie di Madame Royale,0,1970,\N,103,Comedy,nm0135671,"nm0135671,nm0575804,nm0953301",nm0135671,Vittorio Caprioli,
tt0122996,movie,My Blue Hawaii,My Blue Hawaii,0,1972,\N,\N,\N,"nm1043947,nm1245343","nm0532103,nm1043947",nm1245343,German Moreno,
tt0123030,movie,Dalawang mukha ng tagumpay,Dalawang mukha ng tagumpay,0,1973,\N,\N,Drama,nm0710976,"nm0710976,nm0796221",nm0710976,Jun Raquiza,
tt0123220,movie,Pelota de cuero,Pelota de cuero,0,1963,\N,\N,\N,nm0090109,"nm0090109,nm0520845",nm0090109,Armando Bo,
tt0123313,movie,Help Its Vengos Visible Agent '000',"Voitheia o Vengos, faneros praktor '000'",0,1967,\N,89,Comedy,nm0893099,"nm0253207,nm0874997",nm0893099,Thanasis Vengos,
tt0124674,movie,Go Fly a Kite,Go Fly a Kite,1,1973,\N,55,Adult,nm0075520,nm0075520,nm0075520,Shaun Costello,
tt0124891,movie,The Story of Ching Hsian-Lien,Qin Xiang Lian,0,1963,\N,124,"Drama,Musical","nm1906532,nm0945805",nm1906532,nm0945805,Chun Yen,
tt0125200,movie,"Where Is the Body, Moeller?","Hvor er liget, Møller?",0,1971,\N,91,"Comedy,Crime,Family",nm0433971,nm0433971,nm0433971,Preben Kaas,
tt0125203,movie,Hypnorotica,Hypnorotica,1,1973,\N,70,"Adult,Drama",nm0678014,nm0678014,nm0678014,Peter Savage,
tt0125263,movie,Is There Sex After Death?,Is There Sex After Death?,0,1971,\N,102,Comedy,"nm0008457,nm0008433","nm0008457,nm0008433,nm0377750",nm0008433,Alan Abel,
tt0125282,movie,Joe Rock Superstar,Joe Rock Superstar,1,1973,\N,54,"Adult,Comedy,Music",nm0075520,nm0075520,nm0075520,Shaun Costello,
tt0125316,movie,The Kiss of Her Flesh,The Kiss of Her Flesh,0,1968,\N,69,"Horror,Thriller",nm0272104,"nm0272104,nm0011897",nm0272104,Michael Findlay,
tt0126564,movie,Ole!,Ole!,1,1971,\N,63,Adult,nm1262796,nm1262796,nm1262796,Walt Davis,
tt0126864,movie,The Devil's Garden,The Devil's Garden,0,1973,\N,76,\N,nm0157778,nm0157778,nm0157778,Bob Chinn,
tt0127012,movie,Lådan,Lådan,0,1968,\N,75,Comedy,"nm0200192,nm0019244","nm0019244,nm0200192",nm0019244,Hans Alfredson,
tt0127012,movie,Lådan,Lådan,0,1968,\N,75,Comedy,"nm0200192,nm0019244","nm0019244,nm0200192",nm0200192,Tage Danielsson,
tt0127670,movie,Längta efter kärlek,Längta efter kärlek,0,1968,\N,\N,Comedy,nm0110455,nm0110455,nm0110455,Robert Broberg,
tt0127807,movie,The Screentest Girls,The Screentest Girls,0,1969,\N,64,Drama,nm0818158,\N,nm0818158,Zoltan G. Spencer,
tt0128308,movie,Lilika,Lilika,0,1970,\N,80,Drama,nm0687173,"nm0586144,nm0687173",nm0687173,Branko Plesa,
tt0128758,movie,Tina Makes a Deal,Tina Makes a Deal,1,1973,\N,56,"Adult,Comedy",nm0075520,nm0075520,nm0075520,Shaun Costello,
tt0128841,movie,Wiener Schnitzel,Wiener Schnitzel,0,1967,\N,80,Comedy,"nm0024372,nm1299880,nm0530591","nm0024372,nm0530591",nm0530591,Paul Lowinger,
tt0129479,movie,The Tycoon's Daughter,The Tycoon's Daughter,1,1973,\N,58,"Adult,Comedy",nm0075520,nm0075520,nm0075520,Shaun Costello,
tt0129527,movie,Vesyolye rasplyuyevskiye dni,Vesyolye rasplyuyevskiye dni,0,1968,\N,89,"Comedy,History","nm0307435,nm0518117","nm0307435,nm0518117,nm0837754",nm0307435,Erast Garin,
tt0129883,movie,Doctor Zi-Vengos,Doktor Zi-Vengos,0,1968,\N,76,Comedy,nm0893099,nm0874997,nm0893099,Thanasis Vengos,
tt0129907,movie,Are You Afraid?,Er I bange?,0,1971,\N,91,Documentary,nm0137830,"nm0137830,nm0460352",nm0137830,Henning Carlsen,
tt0130488,movie,Tom,Tom,0,1973,\N,82,Drama,nm0163990,"nm0163990,nm0268770",nm0163990,Greydon Clark,
tt0131495,movie,Navajo Run,Navajo Run,0,1964,\N,75,Western,nm0786252,nm0374268,nm0786252,Johnny Seven,
tt0131800,movie,Around the World in 80 Ways,Around the World in 80 Ways,1,1969,\N,\N,Drama,nm0324541,\N,nm0324541,Tommy Goetz,
tt0131808,movie,Artist Studio Secrets,Artist Studio Secrets,0,1964,\N,70,"Comedy,Drama",nm0453915,\N,nm0453915,J.M. Kimbrough,
tt0131864,movie,Baby Bubbles,Baby Bubbles,1,1973,\N,\N,"Adult,Crime",nm0245081,\N,nm0245081,Ray Dennis Steckler,
tt0132888,movie,Blood Freak,Blood Freak,0,1972,\N,86,"Horror,Sci-Fi","nm0370047,nm0342489","nm0342489,nm0370047",nm0370047,Steve Hawkes,
tt0133033,movie,Make Like a Thief,Juokse kuin varas,0,1964,\N,88,"Comedy,Crime,Thriller","nm0860565,nm0512003",nm0860565,nm0512003,?ke Lindman,
tt0135236,movie,Come and Be Purified,Come and Be Purified,1,1973,\N,56,"Adult,Comedy",nm0075520,\N,nm0075520,Shaun Costello,
tt0135316,movie,The Curse of Her Flesh,The Curse of Her Flesh,0,1968,\N,75,"Horror,Thriller",nm0272104,"nm0272104,nm0011897",nm0272104,Michael Findlay,
tt0135613,movie,The Cat Ate the Parakeet,The Cat Ate the Parakeet,0,1972,\N,85,Drama,nm0683984,nm0683984,nm0683984,Phillip Pine,
tt0136269,movie,He Wanted to Become King,Ithele na ginei vasilias,0,1967,\N,88,Drama,nm0857509,"nm2624338,nm0000636,nm0857509",nm0857509,Angelos Theodoropoulos,
tt0136997,movie,Hirttämättömät,Hirttämättömät,0,1971,\N,85,"Comedy,Western","nm0517978,nm0664218",nm0664218,nm0517978,Vesa-Matti Loiri,
tt0136997,movie,Hirttämättömät,Hirttämättömät,0,1971,\N,85,"Comedy,Western","nm0517978,nm0664218",nm0664218,nm0664218,Spede Pasanen,
tt0137619,movie,Frustrated Cherie,Frustrated Cherie,0,1969,\N,76,Drama,nm0212698,"nm0212698,nm3723440",nm0212698,Arthur Dean,
tt0137706,movie,The Girl with the Hungry Eyes,The Girl with the Hungry Eyes,0,1966,\N,85,Drama,nm0197514,nm0197514,nm0197514,William Rotsler,
tt0137859,movie,Justine,Justine,0,1967,\N,76,Drama,nm0424406,nm0696891,nm0424406,Sande N. Johnsen,
tt0137906,movie,Laukaus Kyproksessa,Laukaus Kyproksessa,0,1965,\N,92,"Drama,Romance",nm0512003,"nm0882621,nm0406022,nm0415995,nm0512003,nm8114348",nm0512003,?ke Lindman,
tt0137956,movie,Millipilleri,Millipilleri,0,1966,\N,117,Comedy,"nm0463740,nm0899458,nm0664218","nm0463740,nm0664218,nm0899458",nm0664218,Spede Pasanen,
tt0138645,movie,Naisenkuvia,Naisenkuvia,0,1970,\N,90,"Comedy,Drama",nm0232807,nm0232807,nm0232807,Jorn Donner,
tt0138768,movie,Saatanan radikaalit,Saatanan radikaalit,0,1971,\N,75,Comedy,"nm0403240,nm0636729,nm0683168,nm0632926","nm0403240,nm0632926,nm0636729,nm0683168",nm0403240,Heikki Huopainen,
tt0138768,movie,Saatanan radikaalit,Saatanan radikaalit,0,1971,\N,75,Comedy,"nm0403240,nm0636729,nm0683168,nm0632926","nm0403240,nm0632926,nm0636729,nm0683168",nm0632926,Timo Nissi,
tt0138768,movie,Saatanan radikaalit,Saatanan radikaalit,0,1971,\N,75,Comedy,"nm0403240,nm0636729,nm0683168,nm0632926","nm0403240,nm0632926,nm0636729,nm0683168",nm0636729,Heikki Nousiainen,
tt0138768,movie,Saatanan radikaalit,Saatanan radikaalit,0,1971,\N,75,Comedy,"nm0403240,nm0636729,nm0683168,nm0632926","nm0403240,nm0632926,nm0636729,nm0683168",nm0683168,Paavo Piironen,
tt0139370,movie,He Walked Through the Fields,Hu Halach B'Sadot,0,1967,\N,90,Drama,nm0589836,"nm0374955,nm0787874",nm0589836,Yosef Millo,
tt0139402,movie,Kinare Kinare,Kinare Kinare,0,1963,\N,111,"Drama,Romance",nm0025608,"nm0025608,nm1466022",nm0025608,Chetan Anand,
tt0139637,movie,Teachers and Cream,Teachers and Cream,1,1973,\N,53,"Adult,Comedy",nm0075520,nm0075520,nm0075520,Shaun Costello,
tt0140221,movie,Honeymoon Suite,Honeymoon Suite,1,1973,\N,61,Adult,nm0075520,nm0075520,nm0075520,Shaun Costello,
tt0141442,movie,Johnny Wadd,Johnny Wadd,1,1971,\N,71,"Adult,Mystery",nm0157778,nm0157778,nm0157778,Bob Chinn,
tt0142334,movie,O Grande Assalto,O Grande Assalto,0,1967,\N,88,"Crime,Drama",nm0149457,"nm0139776,nm0149457",nm0149457,C. Adolpho Chadler,
tt0143361,movie,A Lei do Cão,A Lei do Cão,0,1967,\N,100,"Crime,Drama",nm0883465,"nm0088620,nm0154844,nm0883465",nm0883465,Jece Valad?o,
tt0143463,movie,Love Making U.S.A.,Love Making U.S.A.,1,1971,\N,53,Adult,nm0730924,\N,nm0730924,Joseph F. Robertson,
tt0143972,movie,Vai Trabalhar Vagabundo,Vai Trabalhar Vagabundo,0,1973,\N,100,Comedy,nm0142517,"nm0142517,nm0182080",nm0142517,Hugo Carvana,
tt0144737,movie,A Man for All the Chores,Anthropos gia oles tis douleies...,0,1966,\N,105,Comedy,nm0465352,"nm0465352,nm1097840,nm0493753",nm0465352,Giorgos Konstadinou,
tt0145005,movie,"I Don't Know Much, But I'll Say Everything","Je sais rien, mais je dirai tout",0,1973,\N,78,Comedy,nm0007069,"nm0007069,nm0436687",nm0007069,Pierre Richard,
tt0145076,movie,"Megali mou, agapi","Megali mou, agapi",0,1966,\N,88,"Drama,Romance",nm0857509,nm2568442,nm0857509,Angelos Theodoropoulos,
tt0145249,movie,All That Glitters Is Gold,Oti labei einai hrysos,0,1966,\N,88,Comedy,"nm0407821,nm0277133","nm0407821,nm2738326",nm0407821,Dinos Iliopoulos,
tt0145448,movie,O Sabor do Pecado,O Sabor do Pecado,0,1967,\N,71,Drama,nm0798616,"nm0798616,nm0206898",nm0798616,Mozael Silveira,
tt0145477,movie,Sunstroke at the Beach Resort,Solstik på badehotellet,0,1973,\N,81,Comedy,nm0656458,"nm0198576,nm0433971,nm0826709",nm0656458,Klaus Pagh,
tt0145521,movie,The Death of Alexandros,O thanatos tou Alexandrou,0,1966,\N,78,Drama,nm0464166,nm0464166,nm0464166,Dimitris Kollatos,
tt0145560,movie,Voyage to the End of the World,Viagem ao Fim do Mundo,0,1968,\N,90,Drama,nm0133231,"nm0133231,nm0207162",nm0133231,Fernando Coni Campos,
tt0146239,movie,Le retour de l'immaculée conception,Le retour de l'immaculée conception,0,1971,\N,87,Drama,nm0285471,nm0285471,nm0285471,Andre Forcier,
tt0146335,movie,Upkar,Upkar,0,1967,\N,175,"Drama,Romance,War",nm0006370,nm0006370,nm0006370,Manoj Kumar,
tt0146505,movie,Saroyan Brothers,Saroyan yeghbayrnere,0,1969,\N,102,Drama,"nm1346366,nm0009283,nm0235583","nm1158483,nm0558377",nm0009283,Khoren Abrahamyan,
tt0146505,movie,Saroyan Brothers,Saroyan yeghbayrnere,0,1969,\N,102,Drama,"nm1346366,nm0009283,nm0235583","nm1158483,nm0558377",nm0235583,Frunze Dovlatyan,
tt0148672,movie,Ribbs Motorrad,Ribbs Motorrad,0,1972,\N,\N,\N,nm0859763,nm0859763,nm0859763,Karin Thome,
tt0148756,movie,Sexual Freedom in the Ozarks,Sexual Freedom in the Ozarks,1,1973,\N,60,Adult,nm0075520,nm0075520,nm0075520,Shaun Costello,
tt0148924,movie,Sleazy Rider,Sleazy Rider,1,1972,\N,60,"Adult,Crime",nm0313177,nm0313177,nm0313177,Roger Gentry,
tt0149638,movie,"Gli altri, gli altri... e noi","Gli altri, gli altri... e noi",0,1967,\N,\N,"Comedy,Drama",nm0034257,\N,nm0034257,Maurizio Arena,
tt0150768,movie,Gradiva,Gradiva,0,1970,\N,100,"Comedy,Fantasy",nm0016617,"nm0078154,nm0208013,nm0016617,nm2074689,nm0615549",nm0016617,Giorgio Albertazzi,
tt0151327,movie,Lenny Bruce: Without Tears,Lenny Bruce: Without Tears,0,1972,\N,85,"Biography,Documentary",nm0048452,"nm2482733,nm0048452,nm0663751",nm0048452,Fred Baker,
tt0151392,movie,Dirkie,Dirkie,0,1969,\N,81,"Adventure,Drama,Thriller",nm0371059,nm0371059,nm0371059,Jamie Uys,
tt0152750,movie,Sweet Sexteen,Sweet Sexteen,1,1973,\N,59,Adult,nm0075520,nm0075520,nm0075520,Shaun Costello,
tt0153166,movie,Tonite... I Love You,Tonite... I Love You,1,1972,\N,90,Adult,nm0864818,\N,nm0864818,Carlos Tobalina,
tt0153438,movie,Une larme dans l'océan,Une larme dans l'océan,0,1973,\N,86,Drama,nm0321676,"nm0321676,nm1403267,nm0818268",nm0321676,Henri Glaeser,
tt0153620,movie,Wacky Taxi,Wacky Taxi,0,1972,\N,79,"Comedy,Family","nm0335883,nm0040014",nm0335883,nm0040014,John Astin,
tt0154246,movie,Bommai,Bommai,0,1964,\N,147,Thriller,nm0049336,nm0049336,nm0049336,Sundaram Balachander,
tt0154578,movie,Heera Panna,Heera Panna,0,1973,\N,\N,Romance,nm0007147,"nm0007147,nm0762779",nm0007147,Dev Anand,
tt0154905,movie,Mr. Murder,Mr. Murder,0,1969,\N,\N,\N,nm0030533,\N,nm0030533,Nisar Ahmad Ansari,
tt0154912,movie,Mulzim,Mulzim,0,1963,\N,120,"Crime,Drama",nm0030533,\N,nm0030533,Nisar Ahmad Ansari,
tt0154927,movie,Nadu Iravil,Nadu Iravil,0,1966,\N,160,"Mystery,Thriller",nm0049336,\N,nm0049336,Sundaram Balachander,
tt0155010,movie,Periyar,Periyar,0,1973,\N,\N,\N,nm0030973,nm0030973,nm0030973,P.J. Anthony,
tt0155370,movie,Wahan Ke Log,Wahan Ke Log,0,1967,\N,130,"Action,Adventure,Drama",nm0030533,nm1376084,nm0030533,Nisar Ahmad Ansari,
tt0155413,movie,Zindagi Aur Maut,Zindagi Aur Maut,0,1965,\N,134,Drama,nm0030533,\N,nm0030533,Nisar Ahmad Ansari,
tt0155682,movie,Dr. Bezbarua,Dr. Bezbarua,0,1969,\N,\N,Thriller,nm0059391,\N,nm0059391,Brojen Barua,
tt0155820,movie,Labela,Labela,0,1966,\N,\N,Comedy,nm0080173,\N,nm0080173,Master Bhagwan,
tt0156538,movie,Flesh of the Lotus,Flesh of the Lotus,1,1971,\N,67,"Adult,Crime,Drama",nm0157778,\N,nm0157778,Bob Chinn,
tt0159948,movie,Alice in Acidland,Alice in Acidland,0,1969,\N,55,Drama,nm0232641,nm1971805,nm0232641,Donn Greer,
tt0162860,movie,I Am a Jerusalemite,Ani Yerushalmi,0,1971,\N,100,"Documentary,Musical",nm0304736,"nm0304736,nm0437738",nm0304736,Yehoram Gaon,
tt0162943,movie,One,eins,0,1971,\N,94,Comedy,nm0769998,nm0769998,nm0769998,Ulrich Schamoni,
tt0163379,movie,Vivre ensemble,Vivre ensemble,0,1973,\N,92,Drama,nm0439344,nm0439344,nm0439344,Anna Karina,
tt0164161,movie,Le 7 cinesi d'oro,Le 7 cinesi d'oro,0,1967,\N,85,"Adventure,Comedy",nm0143140,"nm0143140,nm0670982",nm0143140,Vincenzo Cascino,
tt0164425,movie,Brutal Boxer,Tang ran ke,0,1972,\N,87,"Action,Drama",nm0477099,nm0393250,nm0477099,Shan Kwan,
tt0164456,movie,The Brave and the Evil,Hei bai dao,0,1971,\N,106,"Action,Adventure,Drama",nm0911093,nm0911093,nm0911093,Jimmy Wang Yu,
tt0165080,movie,All the Way to Paris,All the Way to Paris,0,1966,\N,90,Comedy,nm0371059,nm0371059,nm0371059,Jamie Uys,
tt0165197,movie,Death Comes in Three,Dang kou san lang,0,1973,\N,\N,Action,nm0151787,"nm0151787,nm0156573",nm0151787,Paul Chang Chung,
tt0165429,movie,Falling Point,Point de chute,0,1970,\N,85,"Crime,Thriller",nm0396136,"nm0220850,nm0396136,nm0845966,nm0845969",nm0396136,Robert Hossein,
tt0166138,movie,The Hell Before Death,Comandamenti per un gangster,0,1968,\N,89,"Crime,Thriller",nm0130731,"nm0000783,nm0130731",nm0130731,Alfio Caltabiano,
tt0166142,movie,"Come ti chiami, amore mio?","Come ti chiami, amore mio?",0,1969,\N,93,Drama,nm0798537,nm0798537,nm0798537,Umberto Silva,
tt0166538,movie,"Come One, Come All","Come One, Come All",0,1970,\N,74,Comedy,nm0097121,nm0097121,nm0097121,Tony Vorno,
tt0166557,movie,Cry of the Wild,Cry of the Wild,0,1973,\N,89,Documentary,nm0556603,nm0556603,nm0556603,Bill Mason,
tt0167095,movie,Cuba va!,Cuba va!,0,1971,\N,76,Documentary,nm0338753,nm0338753,nm0338753,Felix Greene,
tt0168191,movie,Staryy znakomyy,Staryy znakomyy,0,1969,\N,82,Comedy,"nm0407970,nm0464432","nm0489642,nm0689926",nm0407970,Igor Ilyinsky,
tt0168201,movie,Super rapina a Milano,Super rapina a Milano,0,1964,\N,108,"Crime,Drama","nm0147983,nm0900238","nm0346061,nm0896583",nm0147983,Adriano Celentano,
tt0169606,movie,Beyond the Law,Beyond the Law,0,1968,\N,110,"Comedy,Crime,Drama",nm0537551,nm0537551,nm0537551,Norman Mailer,
tt0169707,movie,Corigenta domnului profesor,Corigenta domnului profesor,0,1966,\N,\N,Comedy,nm0097204,nm1628356,nm0097204,Haralambie Boros,
tt0169737,movie,Daru duka,Daru duka,0,1967,\N,145,\N,nm0419714,"nm0008691,nm0252264",nm0419714,Dommie Jayawardena,
tt0170054,movie,Infrasexum,Infrasexum,0,1969,\N,87,"Adventure,Drama",nm0864818,"nm0864818,nm1524328",nm0864818,Carlos Tobalina,
tt0170401,movie,Pipena kumudu,Pipena kumudu,0,1967,\N,150,\N,nm0210242,\N,nm0210242,Ruby de Mel,
tt0170547,movie,Santa's Christmas Circus,Santa's Christmas Circus,0,1966,\N,60,"Family,Fantasy",nm0937212,nm0429858,nm0937212,Frank Wiziarde,
tt0171228,movie,The Dirtiest Game,The Dirtiest Game,0,1970,\N,64,Drama,"nm0595407,nm0116949",\N,nm0595407,Titus Moede,
tt0171460,movie,Kulhavý dábel,Kulhavý dábel,0,1968,\N,82,"Comedy,Fantasy,Musical",nm0381228,"nm0381228,nm1185429,nm0489401",nm0381228,Juraj Herz,
tt0171661,movie,Prishyol soldat s fronta,Prishyol soldat s fronta,0,1972,\N,86,"Drama,War",nm0345536,"nm0031455,nm0345536,nm0161067",nm0345536,Nikolay Gubenko,
tt0173162,movie,Sangawunu menike,Sangawunu menike,0,1967,\N,150,\N,nm0910733,nm0910733,nm0910733,Dudley Wanaguru,
tt0173203,movie,Dismissed on His Wedding Night,Sissignore,0,1968,\N,105,Comedy,nm0865575,"nm0346096,nm0408536,nm0539377,nm0865575",nm0865575,Ugo Tognazzi,
tt0173218,movie,Smertnyy vrag,Smertnyy vrag,0,1972,\N,\N,"Drama,Romance",nm0560628,"nm0794804,nm0900058,nm0560628",nm0560628,Evgeniy Matveev,
tt0173366,movie,Tsygan,Tsygan,0,1967,\N,83,Drama,nm0560628,"nm0435811,nm0560628,nm0593916",nm0560628,Evgeniy Matveev,
tt0174198,movie,Shannon's Women,Shannon's Women,0,1969,\N,\N,\N,nm0197514,nm0197514,nm0197514,William Rotsler,
tt0174224,movie,Solo,Solo,0,1970,\N,83,"Crime,Drama,Thriller",nm0006620,"nm0006620,nm0610038",nm0006620,Jean-Pierre Mocky,
tt0175450,movie,Apradh,Apradh,0,1972,\N,128,"Action,Romance,Thriller",nm0451211,"nm0015296,nm1532889",nm0451211,Feroz Khan,
tt0176115,movie,Sah la rege,Sah la rege,0,1966,\N,\N,Drama,nm0097204,"nm0029041,nm0824952",nm0097204,Haralambie Boros,
tt0176880,movie,Kdyz má svátek Dominika,Kdyz má svátek Dominika,0,1967,\N,62,Family,nm0885502,"nm0435794,nm0785305,nm0885502",nm0885502,Jan Valasek,
tt0177059,movie,En ny virkelighed,En ny virkelighed,0,1963,\N,\N,Documentary,nm0406078,nm0406078,nm0406078,B?rge H?st,
tt0178403,movie,The Embracers,The Embracers,0,1963,\N,72,Drama,nm0004372,nm0004372,nm0004372,Gary Graver,
tt0178574,movie,A History of the Blue Movie,A History of the Blue Movie,1,1970,\N,116,"Adult,Documentary,History",nm0211108,\N,nm0211108,Alex de Renzy,
tt0178850,movie,Psique y sexo,Psique y sexo,0,1965,\N,83,"Comedy,Drama","nm0128615,nm0080722,nm0031075,nm0591399",nm0080722,nm0080722,Ernesto Bianco,
tt0178993,movie,"Ekhali, my ekhali","Ekhali, my ekhali",0,1963,\N,82,Comedy,"nm0863776,nm0073660","nm0049069,nm0467548",nm0073660,Yefim Berezin,
tt0178993,movie,"Ekhali, my ekhali","Ekhali, my ekhali",0,1963,\N,82,Comedy,"nm0863776,nm0073660","nm0049069,nm0467548",nm0863776,Yuri Timoshenko,
tt0178999,movie,Zero in the Universe,Zero in the Universe,0,1966,\N,85,Drama,nm0602137,"nm0515258,nm0602137",nm0602137,George Moorse,
tt0180254,movie,Top of the Heap,Top of the Heap,0,1972,\N,90,Drama,nm0820626,nm0820626,nm0820626,Christopher St. John,
tt0181398,movie,Come Together,Cometogether,0,1971,\N,90,Drama,"nm0031026,nm0842664","nm0031026,nm0842664,nm0044492,nm8063754,nm0748022,nm4656722",nm0031026,Tony Anthony,
tt0181553,movie,Geração bendita,Geração bendita,0,1971,\N,82,\N,nm0082985,nm1706888,nm0082985,Carlos Roberto Bini,
tt0181560,movie,La gran felicidad,La gran felicidad,0,1966,\N,\N,\N,"nm0096062,nm0097439",nm0097439,nm0097439,Carlos Borsani,
tt0181948,movie,A Fada do Oriente,A Fada do Oriente,0,1971,\N,80,\N,nm0107788,nm0107788,nm0107788,Julio Bressane,
tt0182484,movie,Terra Sem Deus,Terra Sem Deus,0,1963,\N,78,Drama,nm0122107,"nm0122107,nm0276936,nm1238364,nm0692488",nm0122107,Jose Carlos Burle,
tt0182851,movie,Boxiganga,Boxiganga,0,1967,\N,50,\N,nm0641415,nm0340357,nm0641415,Tom O'Horgan,
tt0183485,movie,They Still Call Me Amen,"Oremus, Alleluia e Così Sia",0,1973,\N,88,Western,nm0130731,"nm0130731,nm0176420",nm0130731,Alfio Caltabiano,
tt0183788,movie,"Simeão, O Boêmio","Simeão, O Boêmio",0,1970,\N,95,Comedy,nm0072176,"nm0044252,nm0072176,nm1703710",nm0072176,Jo?o Bennio,
tt0184218,movie,O anthropos pou etrehe poly,O anthropos pou etrehe poly,0,1973,\N,81,Comedy,nm0893099,nm0493753,nm0893099,Thanasis Vengos,
tt0184344,movie,La ciudad de los cuervos,La ciudad de los cuervos,0,1969,\N,\N,Drama,nm0179757,\N,nm0179757,Carlos Cores,
tt0184436,movie,An Unbelievable Fool,Ena asyllipto koroido,0,1969,\N,84,"Comedy,Romance",nm0893099,nm0493753,nm0893099,Thanasis Vengos,
tt0184674,movie,"Lindor Covas, el cimarrón","Lindor Covas, el cimarrón",0,1963,\N,108,"Comedy,Drama,Musical",nm0179757,"nm1241083,nm0179757,nm1243430,nm1241974",nm0179757,Carlos Cores,
tt0184824,movie,Thanasis Who?,Poios Thanasis!,0,1969,\N,85,Comedy,nm0893099,"nm0493753,nm0874997,nm0890482",nm0893099,Thanasis Vengos,
tt0184950,movie,"Thou-Vou Bald Agent, Operation Havoc",'Thou-Vou' Falakros praktor - Epiheirisis: Gis madiam,0,1969,\N,94,Comedy,nm0893099,"nm0253207,nm0493753,nm0893099",nm0893099,Thanasis Vengos,
tt0184964,movie,"It's a Mad, Mad Vengos","Trellos, palavos kai Vengos",0,1967,\N,85,Comedy,nm0893099,nm0253207,nm0893099,Thanasis Vengos,
tt0184994,movie,Vsyo dlya vas,Vsyo dlya vas,0,1965,\N,85,"Comedy,Musical","nm0052786,nm0837735",nm0843536,nm0052786,Mariya Barabanova,
tt0184999,movie,Wan gu liu fang,Wan gu liu fang,0,1964,\N,116,"Drama,Musical",nm0945805,nm1906532,nm0945805,Chun Yen,
tt0185437,movie,Chu luan zai Tai Bei,Chu luan zai Tai Bei,0,1973,\N,86,\N,nm0490571,nm0490571,nm0490571,Chia-Chang Liu,
tt0185444,movie,Love in the Storm,Lei feng yu,0,1973,\N,\N,Drama,nm0490571,nm0490571,nm0490571,Chia-Chang Liu,
tt0185659,movie,The Very Last Day,Samyy posledniy den,0,1973,\N,69,Drama,nm0880761,"nm0880761,nm0890564",nm0880761,Mikhail Ulyanov,
